====================== HEADER ======================
Odometry data will folow format (time, x, y, z, yaw)
Landing site: (-1, x, y, z, yaw)
X = left and right
Y = foraward backward
Z = height
=====================================================
('min', 0.21241306485109135, 203.76777486743245, 96.92851713700122)
('max', 35.75838506298837, 205.53203368891667, 98.72131665188392)
('dlp', 16.28408157199284, 204.31062373558146, 98.55956030467647, -7.619062410444251)
(0, 22.51255751764861, 28.991573527026755, 119.82358077568836, -4.6520240469871)
(9.942054748535156e-05, 22.51255751764861, 28.991573527026755, 119.82358077568836, -4.6520240469871)
(0.04645180702209473, 22.51255751764861, 28.991573527026755, 119.82358077568836, -4.6520240469871)
(0.15682268142700195, 22.262538308329965, 28.78364259166711, 119.77716161750394, -5.096231145661202)
(0.2506260871887207, 22.262538308329965, 28.78364259166711, 119.77716161750394, -5.174461163887953)
(0.2732353210449219, 22.262538308329965, 28.78364259166711, 119.77716161750394, -5.174461163887953)
(0.28945112228393555, 22.262538308329965, 28.78364259166711, 119.77716161750394, -5.174461163887953)
(0.3217179775238037, 21.98080134995927, 28.665906957630636, 119.59854344406226, -5.185436655896283)
(0.3370029926300049, 21.98080134995927, 28.665906957630636, 119.59854344406226, -5.185436655896283)
(0.35245466232299805, 21.98080134995927, 28.665906957630636, 119.59854344406226, -5.185436655896283)
(0.4153714179992676, 21.98080134995927, 28.665906957630636, 119.59854344406226, -5.184427972566109)
(0.5359835624694824, 21.05422214980288, 28.10388414282691, 118.44189743319899, -5.185957678530868)
(0.5697534084320068, 21.05422214980288, 28.10388414282691, 118.44189743319899, -5.185957678530868)
(0.5938296318054199, 21.05422214980288, 28.10388414282691, 118.44189743319899, -5.185957678530868)
(0.6236774921417236, 21.05422214980288, 28.10388414282691, 118.44189743319899, -5.183041827876382)
(0.6602222919464111, 21.05422214980288, 28.10388414282691, 118.44189743319899, -5.183041827876382)
(0.7228829860687256, 19.627859369702463, 27.601813140184156, 116.23331801908378, -5.1761789229446356)
(0.7568154335021973, 19.627859369702463, 27.601813140184156, 116.23331801908378, -5.159481756384478)
(0.8012142181396484, 19.627859369702463, 27.601813140184156, 116.23331801908378, -5.159481756384478)
(0.838446855545044, 19.627859369702463, 27.601813140184156, 116.23331801908378, -5.159481756384478)
(0.8754217624664307, 17.051259696522397, 27.203541357308026, 113.07521319566384, -5.11914955690922)
(0.956289529800415, 17.051259696522397, 27.203541357308026, 113.07521319566384, -5.11914955690922)
(1.00203275680542, 17.051259696522397, 27.203541357308026, 113.07521319566384, -5.082867567891923)
(1.0542571544647217, 17.051259696522397, 27.203541357308026, 113.07521319566384, -5.082867567891923)
(1.0996406078338623, 13.753517665294062, 27.002823336770927, 109.46243196029539, -5.092402277911546)
(1.1313667297363281, 13.753517665294062, 27.002823336770927, 109.46243196029539, -5.092402277911546)
(1.1753425598144531, 13.753517665294062, 27.002823336770927, 109.46243196029539, -5.057801727772491)
(1.224224328994751, 13.753517665294062, 27.002823336770927, 109.46243196029539, -5.057801727772491)
(1.243643045425415, 13.753517665294062, 27.002823336770927, 109.46243196029539, -5.057801727772491)
(1.4215974807739258, 10.230627816992074, 26.901633205467025, 106.686812405968, -5.043051286253409)
(1.507230281829834, 6.65320310712484, 26.95712833744346, 104.52743964236525, -5.052558708996081)
(1.592613935470581, 6.65320310712484, 26.95712833744346, 104.52743964236525, -5.099553505436953)
