====================== HEADER ======================
Odometry data will folow format (time, x, y, z, yaw)
Landing site: (-1, x, y, z, yaw)
X = left and right
Y = foraward backward
Z = height
=====================================================
('min', -98.40475873820083, 119.14201894866346, 42.115878324963404)
('max', -72.86702461727444, 122.0020148464769, 43.35096051320413)
('dlp', -90.5167780049847, 120.72280345676808, 43.35096051320413, 26.417274499823918)
(0, -83.6950066049354, -21.023114212893766, 65.34644196761322, 21.02372870161713)
(0.0006763935089111328, -83.6950066049354, -21.023114212893766, 65.34644196761322, 21.02372870161713)
(0.05207705497741699, -83.6950066049354, -21.023114212893766, 65.34644196761322, 21.02372870161713)
(0.08219194412231445, -84.00849958948271, -20.967977103153352, 65.36562355882391, 21.35920451698307)
(0.11325883865356445, -84.00849958948271, -20.967977103153352, 65.36562355882391, 21.35920451698307)
(0.13493704795837402, -84.00849958948271, -20.967977103153352, 65.36562355882391, 21.35920451698307)
(0.16219282150268555, -84.00849958948271, -20.967977103153352, 65.36562355882391, 21.35920451698307)
(0.1941661834716797, -84.00849958948271, -20.967977103153352, 65.36562355882391, 21.261135844239234)
(0.22601842880249023, -84.00849958948271, -20.967977103153352, 65.36562355882391, 21.261135844239234)
(0.2693636417388916, -84.17443641748373, -21.067449642830038, 65.30582528912747, 21.296107119556673)
(0.3027939796447754, -84.17443641748373, -21.067449642830038, 65.30582528912747, 21.296107119556673)
(0.3321061134338379, -84.17443641748373, -21.067449642830038, 65.30582528912747, 21.296107119556673)
(0.3760385513305664, -84.17443641748373, -21.067449642830038, 65.30582528912747, 21.30010847330059)
(0.39503955841064453, -84.17443641748373, -21.067449642830038, 65.30582528912747, 21.30010847330059)
(0.4371218681335449, -84.17443641748373, -21.067449642830038, 65.30582528912747, 21.30010847330059)
(0.4515197277069092, -84.17443641748373, -21.067449642830038, 65.30582528912747, 21.30010847330059)
(0.46588826179504395, -84.17443641748373, -21.067449642830038, 65.30582528912747, 21.30010847330059)
(0.4930896759033203, -84.98365707430857, -21.35061734165063, 64.40421189372925, 21.31416562525805)
(0.5392117500305176, -84.98365707430857, -21.35061734165063, 64.40421189372925, 21.31416562525805)
(0.5748715400695801, -84.98365707430857, -21.35061734165063, 64.40421189372925, 21.35146085417243)
(0.6057262420654297, -84.98365707430857, -21.35061734165063, 64.40421189372925, 21.35146085417243)
(0.6354000568389893, -86.71658402479076, -21.50094032948882, 62.28901755658821, 21.375313142304442)
(0.6961672306060791, -86.71658402479076, -21.50094032948882, 62.28901755658821, 21.375313142304442)
(0.7139284610748291, -86.71658402479076, -21.50094032948882, 62.28901755658821, 21.375313142304442)
(0.7280564308166504, -86.71658402479076, -21.50094032948882, 62.28901755658821, 21.41090617874759)
(0.7590734958648682, -86.71658402479076, -21.50094032948882, 62.28901755658821, 21.41090617874759)
(0.8636634349822998, -89.47930521125167, -21.677048701125397, 59.23805784954473, 21.411750347541005)
(0.8995814323425293, -89.47930521125167, -21.677048701125397, 59.23805784954473, 21.411750347541005)
(0.9325718879699707, -89.47930521125167, -21.677048701125397, 59.23805784954473, 21.39676013440865)
(0.9657158851623535, -89.47930521125167, -21.677048701125397, 59.23805784954473, 21.39676013440865)
(0.9855759143829346, -89.47930521125167, -21.677048701125397, 59.23805784954473, 21.39676013440865)
(1.0379772186279297, -92.89129700766739, -21.86667746254247, 56.23322355499102, 21.355987722040833)
