====================== HEADER ======================
Odometry data will folow format (time, x, y, z, yaw)
Landing site: (-1, x, y, z, yaw)
X = left and right
Y = foraward backward
Z = height
=====================================================
('min', -80.93957492862063, 86.50244521222973, -43.93176149461782)
('max', -39.030125379654514, 90.8940999500775, -41.23784423676081)
('dlp', -61.436657221084225, 89.28116493726793, -41.9737342321811, 5.827455461002962)
(0, -55.59862189895833, -101.22705084771997, -21.03372797607759, 12.065648180497753)
(0.0003120899200439453, -55.59862189895833, -101.22705084771997, -21.03372797607759, 12.065648180497753)
(0.10034728050231934, -55.78949013197959, -101.13379738718126, -21.473779331991494, 12.08281568708244)
(0.16701149940490723, -55.78949013197959, -101.13379738718126, -21.473779331991494, 12.08281568708244)
(0.21315336227416992, -55.78949013197959, -101.13379738718126, -21.473779331991494, 12.079599558602403)
(0.2626497745513916, -55.78949013197959, -101.13379738718126, -21.473779331991494, 12.079599558602403)
(0.3196425437927246, -55.469957878065244, -101.20333023546499, -22.13337822006602, 12.084764018689697)
(0.36879944801330566, -55.469957878065244, -101.20333023546499, -22.13337822006602, 12.084764018689697)
(0.3863246440887451, -55.469957878065244, -101.20333023546499, -22.13337822006602, 12.084764018689697)
(0.4032573699951172, -55.469957878065244, -101.20333023546499, -22.13337822006602, 12.08492433055033)
(0.4183177947998047, -55.469957878065244, -101.20333023546499, -22.13337822006602, 12.08492433055033)
(0.4413914680480957, -55.469957878065244, -101.20333023546499, -22.13337822006602, 12.08492433055033)
(0.45424437522888184, -55.469957878065244, -101.20333023546499, -22.13337822006602, 12.08492433055033)
(0.4699521064758301, -55.469957878065244, -101.20333023546499, -22.13337822006602, 12.08492433055033)
(0.4841017723083496, -55.469957878065244, -101.20333023546499, -22.13337822006602, 12.08492433055033)
(0.5178995132446289, -55.317636733641315, -100.86187692358492, -23.822411686111277, 12.08386527947446)
(0.5394747257232666, -55.317636733641315, -100.86187692358492, -23.822411686111277, 12.08386527947446)
(0.7954416275024414, -55.29666198373685, -100.4535062706119, -26.56744071438955, 12.111180009470495)
(0.8391537666320801, -55.29666198373685, -100.4535062706119, -26.56744071438955, 12.111180009470495)
(0.8788423538208008, -55.50763876650841, -99.75055563228621, -29.894107079286247, 12.117259083747474)
(0.9308526515960693, -55.50763876650841, -99.75055563228621, -29.894107079286247, 12.117259083747474)
(1.1227936744689941, -55.75814376019444, -98.51633175777802, -33.29842443743393, 12.108905212259351)
(1.1864242553710938, -55.75814376019444, -98.51633175777802, -33.29842443743393, 12.101679192424818)
(1.2619836330413818, -55.75814376019444, -98.51633175777802, -33.29842443743393, 12.101679192424818)
(1.3135509490966797, -56.4178298930056, -96.56215027611358, -35.83325953103235, 12.134618335034169)
(1.3530378341674805, -56.4178298930056, -96.56215027611358, -35.83325953103235, 12.134618335034169)
(1.4035866260528564, -56.4178298930056, -96.56215027611358, -35.83325953103235, 12.110495681542824)
(1.5799894332885742, -57.28613466999537, -94.83423909794685, -38.37458264647413, 12.04387612333471)
(1.6442136764526367, -57.28613466999537, -94.83423909794685, -38.37458264647413, 12.04387612333471)
(1.6944451332092285, -58.09775143091446, -92.41997120844803, -40.62625440379212, 12.04663514869343)
(1.7807433605194092, -58.09775143091446, -92.41997120844803, -40.62625440379212, 12.07120125494198)
(1.877103328704834, -58.09775143091446, -92.41997120844803, -40.62625440379212, 12.07120125494198)
