====================== HEADER ======================
Odometry data will folow format (time, x, y, z, yaw)
Landing site: (-1, x, y, z, yaw)
X = left and right
Y = foraward backward
Z = height
=====================================================
('min', -155.77647500345185, 287.1743585909372, -945.3418504710712)
('max', -127.93462913684291, 302.9041585825539, -943.9322186449614)
('dlp', -141.23191857871572, 292.25146488255785, -944.591104570735, 14.841737988260574)
(0, -136.59095566489114, 156.36487298542554, -921.6456433275786, -14.466670057721943)
(0.0016446113586425781, -136.55630903194452, 155.71377250796772, -922.0708668422837, -14.466670057721943)
(0.10526061058044434, -136.55630903194452, 155.71377250796772, -922.0708668422837, -14.487625329010413)
(0.15922999382019043, -136.55630903194452, 155.71377250796772, -922.0708668422837, -14.487625329010413)
(0.240950345993042, -136.51648887555046, 155.5139682872549, -922.423346310061, -14.516230915084783)
(0.3320951461791992, -136.51648887555046, 155.5139682872549, -922.423346310061, -14.535645003547671)
(0.3986084461212158, -136.52433420589378, 156.00781201876447, -923.4812434791182, -14.554234615778139)
(0.48447513580322266, -136.52433420589378, 156.00781201876447, -923.4812434791182, -14.554234615778139)
(0.5764648914337158, -136.52433420589378, 156.00781201876447, -923.4812434791182, -14.572639420623926)
(0.6400864124298096, -136.67382292323546, 155.38700695111478, -925.4207672824921, -14.565248534639856)
(0.6580853462219238, -136.67382292323546, 155.38700695111478, -925.4207672824921, -14.565248534639856)
(0.6747028827667236, -136.67382292323546, 155.38700695111478, -925.4207672824921, -14.565248534639856)
(0.6948535442352295, -136.67382292323546, 155.38700695111478, -925.4207672824921, -14.565248534639856)
(0.7129638195037842, -136.67382292323546, 155.38700695111478, -925.4207672824921, -14.579152362455694)
(0.7298624515533447, -136.67382292323546, 155.38700695111478, -925.4207672824921, -14.579152362455694)
(0.7623245716094971, -136.67382292323546, 155.38700695111478, -925.4207672824921, -14.579152362455694)
(0.7859346866607666, -136.67382292323546, 155.38700695111478, -925.4207672824921, -14.579152362455694)
(0.809969425201416, -137.62126608379594, 155.01487078713853, -927.923186334734, -14.586100290255963)
(0.8521122932434082, -137.62126608379594, 155.01487078713853, -927.923186334734, -14.586100290255963)
(0.8774182796478271, -137.62126608379594, 155.01487078713853, -927.923186334734, -14.586100290255963)
(0.9074623584747314, -137.62126608379594, 155.01487078713853, -927.923186334734, -14.566887522031106)
(0.9330639839172363, -137.62126608379594, 155.01487078713853, -927.923186334734, -14.566887522031106)
(0.9801177978515625, -137.62126608379594, 155.01487078713853, -927.923186334734, -14.566887522031106)
(1.0143427848815918, -138.75240751334795, 154.43001827607898, -930.8930063554368, -14.568793061818852)
(1.0398409366607666, -138.75240751334795, 154.43001827607898, -930.8930063554368, -14.568793061818852)
(1.0822656154632568, -138.75240751334795, 154.43001827607898, -930.8930063554368, -14.568793061818852)
(1.113372564315796, -138.75240751334795, 154.43001827607898, -930.8930063554368, -14.56542576635455)
(1.1394214630126953, -138.75240751334795, 154.43001827607898, -930.8930063554368, -14.56542576635455)
(1.1544005870819092, -138.75240751334795, 154.43001827607898, -930.8930063554368, -14.56542576635455)
(1.183830976486206, -138.75240751334795, 154.43001827607898, -930.8930063554368, -14.56542576635455)
(1.2090137004852295, -138.75240751334795, 154.43001827607898, -930.8930063554368, -14.56542576635455)
(1.2241458892822266, -140.47169338854377, 154.17767123056763, -934.1618330631568, -14.575427998066077)
(1.2417018413543701, -140.47169338854377, 154.17767123056763, -934.1618330631568, -14.575427998066077)
