====================== HEADER ======================
Odometry data will folow format (time, x, y, z, yaw)
Landing site: (-1, x, y, z, yaw)
X = left and right
Y = foraward backward
Z = height
=====================================================
('min', -87.06508543885228, 2085.21522172371, -227.39990054317462)
('max', -50.39118908276181, 2087.497235018342, -225.3077998633002)
('dlp', -66.76846340971824, 2086.147683038428, -225.3077998633002, 21.780623455096002)
(0, -71.3363457114048, 1934.2727123872698, -204.0578288907622, 23.11643267660962)
(0.0002338886260986328, -71.3363457114048, 1934.2727123872698, -204.0578288907622, 23.11643267660962)
(0.09948372840881348, -71.55721300333933, 1934.45938841692, -203.81654874287386, 23.379830634269883)
(0.27347803115844727, -71.73879592057295, 1934.4715842987541, -203.66086624473263, 23.927620628141987)
(0.34123730659484863, -71.73879592057295, 1934.4715842987541, -203.66086624473263, 24.180975032958496)
(0.39069509506225586, -71.73879592057295, 1934.4715842987541, -203.66086624473263, 24.180975032958496)
(0.43590497970581055, -71.55221684816927, 1934.6254618913765, -203.560396355948, 24.16202456646303)
(0.4793813228607178, -71.55221684816927, 1934.6254618913765, -203.560396355948, 24.16202456646303)
(0.5229542255401611, -71.55221684816927, 1934.6254618913765, -203.560396355948, 24.16202456646303)
(0.6000816822052002, -70.87580700037272, 1934.8086655761388, -204.73362533361654, 24.150386162586045)
(0.7023019790649414, -70.87580700037272, 1934.8086655761388, -204.73362533361654, 24.130417328139302)
(0.7675602436065674, -70.87580700037272, 1934.8086655761388, -204.73362533361654, 24.130417328139302)
(0.8171329498291016, -69.54410039065323, 1935.3522771372666, -206.71612186079923, 24.110782819139956)
(0.8618459701538086, -69.54410039065323, 1935.3522771372666, -206.71612186079923, 24.110782819139956)
(0.9417858123779297, -69.54410039065323, 1935.3522771372666, -206.71612186079923, 24.097601220687984)
(1.033801555633545, -67.81885661674127, 1935.674284500325, -209.4848234921059, 24.080677355337688)
(1.1019153594970703, -67.81885661674127, 1935.674284500325, -209.4848234921059, 24.055776734405953)
(1.1252470016479492, -67.81885661674127, 1935.674284500325, -209.4848234921059, 24.055776734405953)
(1.264157772064209, -66.06069226338133, 1936.2770985613874, -212.45749762643854, 24.054207107281368)
(1.2985212802886963, -66.06069226338133, 1936.2770985613874, -212.45749762643854, 24.054207107281368)
(1.4132189750671387, -64.22943245687586, 1937.4004139525139, -215.63308442976174, 24.043826968959003)
(1.4596247673034668, -64.22943245687586, 1937.4004139525139, -215.63308442976174, 24.043826968959003)
(1.501232624053955, -64.22943245687586, 1937.4004139525139, -215.63308442976174, 24.043826968959003)
(1.5224754810333252, -64.22943245687586, 1937.4004139525139, -215.63308442976174, 24.023140239152454)
(1.5437259674072266, -64.22943245687586, 1937.4004139525139, -215.63308442976174, 24.023140239152454)
(1.5664525032043457, -64.22943245687586, 1937.4004139525139, -215.63308442976174, 24.023140239152454)
(1.582120656967163, -64.22943245687586, 1937.4004139525139, -215.63308442976174, 24.023140239152454)
(1.6138479709625244, -62.457321736213174, 1938.1998786279657, -218.95390716311843, 24.029708301902414)
(1.6374199390411377, -62.457321736213174, 1938.1998786279657, -218.95390716311843, 24.029708301902414)
(1.6535694599151611, -62.457321736213174, 1938.1998786279657, -218.95390716311843, 24.029708301902414)
(1.6691524982452393, -62.457321736213174, 1938.1998786279657, -218.95390716311843, 24.029708301902414)
(1.694934368133545, -62.457321736213174, 1938.1998786279657, -218.95390716311843, 24.029708301902414)
