====================== HEADER ======================
Odometry data will folow format (time, x, y, z, yaw)
Landing site: (-1, x, y, z, yaw)
X = left and right
Y = foraward backward
Z = height
====================== SUCCESS ======================
('min', -239.26230488836816, 98.82407496477349, 135.2300961765986)
('max', -183.18507621905616, 112.09990109613379, 138.63051731917673)
('dlp', -221.86926622066662, 106.86847090225153, 120.14939607851653, 14.429195328708088)
27.051937580108643
(0, -224.25353123828216, -109.66415307725954, 138.2814648899775, 0.0)
(0.03923654556274414, -224.01233868588835, -109.51221222284173, 138.49255767475293, 0.04522157134188731)
(0.07904696464538574, -224.01233868588835, -109.51221222284173, 138.49255767475293, 0.04522157134188731)
(0.1186361312866211, -224.01233868588835, -109.51221222284173, 138.49255767475293, 0.04522157134188731)
(0.15915703773498535, -224.01233868588835, -109.51221222284173, 138.49255767475293, -0.22948473209143927)
(0.19935131072998047, -224.01233868588835, -109.51221222284173, 138.49255767475293, -0.22948473209143927)
(0.23935770988464355, -223.74693910061072, -108.73479727571072, 138.27758761504003, -0.3398469268054214)
(0.2791407108306885, -223.74693910061072, -108.73479727571072, 138.27758761504003, -0.3398469268054214)
(0.319319486618042, -223.74693910061072, -108.73479727571072, 138.27758761504003, -0.3398469268054214)
(0.3596227169036865, -223.74693910061072, -108.73479727571072, 138.27758761504003, -0.3427777714275777)
(0.399552583694458, -223.74693910061072, -108.73479727571072, 138.27758761504003, -0.3427777714275777)
(0.4395332336425781, -223.75084168864498, -107.63568463943321, 136.91480985464506, -0.38317904457862895)
(0.4794306755065918, -223.75084168864498, -107.63568463943321, 136.91480985464506, -0.38317904457862895)
(0.5195424556732178, -223.75084168864498, -107.63568463943321, 136.91480985464506, -0.38317904457862895)
(0.5595002174377441, -223.75084168864498, -107.63568463943321, 136.91480985464506, -0.3873539537515249)
(0.5997169017791748, -223.75084168864498, -107.63568463943321, 136.91480985464506, -0.3873539537515249)
(0.6398031711578369, -223.89135017917008, -106.95120343419599, 134.27719611204796, -0.4086516979676631)
(0.6795449256896973, -223.89135017917008, -106.95120343419599, 134.27719611204796, -0.4086516979676631)
(0.7195084095001221, -223.89135017917008, -106.95120343419599, 134.27719611204796, -0.4086516979676631)
(0.7597944736480713, -223.89135017917008, -106.95120343419599, 134.27719611204796, -0.39585956446740056)
(0.8000876903533936, -223.89135017917008, -106.95120343419599, 134.27719611204796, -0.39585956446740056)
(0.8397095203399658, -224.28699453848998, -106.44526941984199, 131.66109436703243, -0.4095174509445947)
(0.8796920776367188, -224.28699453848998, -106.44526941984199, 131.66109436703243, -0.4095174509445947)
(0.9194116592407227, -224.28699453848998, -106.44526941984199, 131.66109436703243, -0.4095174509445947)
(0.959918737411499, -224.28699453848998, -106.44526941984199, 131.66109436703243, -0.42062410516851756)
(1.0003623962402344, -224.28699453848998, -106.44526941984199, 131.66109436703243, -0.42062410516851756)
(1.0399045944213867, -224.28699453848998, -106.44526941984199, 131.66109436703243, -0.42062410516851756)
(1.0798397064208984, -224.36385209246225, -106.24783188887658, 129.01545377165914, -0.43306965265879427)
(1.1198489665985107, -224.36385209246225, -106.24783188887658, 129.01545377165914, -0.43306965265879427)
(1.1601037979125977, -224.36385209246225, -106.24783188887658, 129.01545377165914, -0.42296938416604135)
(1.2003674507141113, -224.36385209246225, -106.24783188887658, 129.01545377165914, -0.42296938416604135)
