====================== HEADER ======================
Odometry data will folow format (time, x, y, z, yaw)
Landing site: (-1, x, y, z, yaw)
X = left and right
Y = foraward backward
Z = height
====================== SUCCESS ======================
('min', -207.54983871144046, 23.603539296164257, 21.79001744210002)
('max', -152.21599332394058, 40.31673462484085, 24.933771222334148)
('dlp', -191.98462931260107, 34.659629899690316, 7.0727294633623625, 18.613004549191146)
26.5047550201416
(0, -188.4487369592977, -197.8884945585376, 22.9415637462632, 0.020220130526803715)
(0.03950691223144531, -188.34925517767985, -197.96214910504798, 22.724177297701424, 0.020220130526803715)
(0.07888102531433105, -188.34925517767985, -197.96214910504798, 22.724177297701424, -0.22849343069559858)
(0.11949634552001953, -188.34925517767985, -197.96214910504798, 22.724177297701424, -0.22849343069559858)
(0.15907669067382812, -188.34925517767985, -197.96214910504798, 22.724177297701424, -0.22849343069559858)
(0.1991443634033203, -188.07606312434976, -197.64450750802536, 22.582113861516877, -0.4582978237136146)
(0.23912882804870605, -188.07606312434976, -197.64450750802536, 22.582113861516877, -0.4582978237136146)
(0.27941203117370605, -188.07606312434976, -197.64450750802536, 22.582113861516877, -0.4901986030364238)
(0.3190772533416748, -188.07606312434976, -197.64450750802536, 22.582113861516877, -0.4901986030364238)
(0.3591768741607666, -188.07606312434976, -197.64450750802536, 22.582113861516877, -0.4901986030364238)
(0.3992593288421631, -187.9558659615183, -197.18028445153618, 22.428029974480555, -0.47414472274718555)
(0.43921566009521484, -187.9558659615183, -197.18028445153618, 22.428029974480555, -0.4555772121312902)
(0.47919583320617676, -187.9558659615183, -197.18028445153618, 22.428029974480555, -0.4555772121312902)
(0.5191390514373779, -187.9558659615183, -197.18028445153618, 22.428029974480555, -0.4555772121312902)
(0.5593249797821045, -187.77935569489094, -197.3739056815929, 21.207120304150326, -0.45233169966818565)
(0.5993366241455078, -187.77935569489094, -197.3739056815929, 21.207120304150326, -0.45233169966818565)
(0.6393916606903076, -187.77935569489094, -197.3739056815929, 21.207120304150326, -0.4312948015214726)
(0.6793582439422607, -187.77935569489094, -197.3739056815929, 21.207120304150326, -0.4312948015214726)
(0.719390869140625, -187.77935569489094, -197.3739056815929, 21.207120304150326, -0.4312948015214726)
(0.7594351768493652, -187.5934351719405, -197.3533707788, 18.905130330811726, -0.40235860405998736)
(0.7995901107788086, -187.5934351719405, -197.3533707788, 18.905130330811726, -0.40235860405998736)
(0.8397102355957031, -187.5934351719405, -197.3533707788, 18.905130330811726, -0.40235860405998736)
(0.8794717788696289, -187.5934351719405, -197.3533707788, 18.905130330811726, -0.40274404924232243)
(0.9194514751434326, -187.5934351719405, -197.3533707788, 18.905130330811726, -0.40274404924232243)
(0.959585428237915, -187.62660238906474, -196.75119077523937, 16.742667907432775, -0.37609720032713767)
(1.0000720024108887, -187.62660238906474, -196.75119077523937, 16.742667907432775, -0.37609720032713767)
(1.0400245189666748, -187.62660238906474, -196.75119077523937, 16.742667907432775, -0.37609720032713767)
(1.0800254344940186, -187.62660238906474, -196.75119077523937, 16.742667907432775, -0.37447930965653065)
(1.119910478591919, -187.62660238906474, -196.75119077523937, 16.742667907432775, -0.37447930965653065)
(1.1601111888885498, -187.7985632788596, -196.63872436338565, 15.195988792557198, -0.3697360455117984)
(1.2002432346343994, -187.7985632788596, -196.63872436338565, 15.195988792557198, -0.3697360455117984)
